Symbol,Security,GICS Sector,GICS Sub-Industry,Total Revenue,Gross Profit,Operating Income,Net Income,EBITDA,Interest Expense,Total Assets,Total Liabilities Net Minority Interest,Current Assets,Current Liabilities,Total Debt,Stockholders Equity,Inventory,Operating Cash Flow,Capital Expenditure,Free Cash Flow,Revenue Growth (YoY),Negative Equity Flag,Net Margin,Operating Margin,ROA,ROE,Current Ratio,Quick Ratio,Debt-to-Equity,Interest Coverage Ratio,Asset Turnover
PTC,PTC Inc.,Information Technology,Application Software,2739226000.0,2294243000.0,998028000.0,733997000.0,1132612000.0,77019000.0,6617172000.0,2790943000.0,1383367000.0,1237404000.0,1369867000.0,3826229000.0,0.0,867696000.0,-11008000.0,856688000.0,0.1917595689658172,False,0.26795780997989943,0.3643467169193049,0.11092306501931641,0.1918330031997562,1.1179590497525465,1.1179590497525465,0.35802012895725793,12.958205118217583,0.41395720105205064
PSA,Public Storage,Real Estate,Self-Storage REITs,4824113000.0,3514138000.0,2260491000.0,1784348000.0,3246139000.0,304495000.0,20208604000.0,10866770000.0,460203000.0,612889000.0,10253881000.0,9248128000.0,0.0,3186449000.0,-289378000.0,2897071000.0,0.0273653126661123,False,0.36988105378128583,0.46858168537926037,0.08829645036341946,0.1929415336811947,0.7508749545186812,0.7508749545186812,1.1087520631202337,7.423737664001051,0.23871579649935246
PHM,PulteGroup,Consumer Discretionary,Homebuilding,17311953000.0,4572604000.0,2978583000.0,2218730000.0,3024433000.0,605000.0,18048423000.0,5062981000.0,17368409000.0,1373716000.0,2296679000.0,12985442000.0,12905823000.0,1871249000.0,-122716000.0,1748533000.0,-0.0353818894018203,False,0.12816173888642143,0.17205355167034014,0.12293207002074365,0.1708628785989726,12.643376796950752,3.2485506465674128,0.17686567773357273,4923.277685950413,0.9591947728618727
PWR,Quanta Services,Industrials,Construction & Engineering,28479697000.0,4275081000.0,1587077000.0,1028378000.0,2561283000.0,261445000.0,24926901000.0,15899027000.0,9903417000.0,8716198000.0,6418954000.0,8938249000.0,370372000.0,2229970000.0,-609154000.0,1620816000.0,0.2030559551586536,False,0.036109162256887775,0.055726611136347415,0.041255750163247326,0.11505363075027335,1.1362083559827347,1.0937159757040857,0.7181444598377155,6.07040486526803,1.1425285878898463
QCOM,Qualcomm,Information Technology,Semiconductors,44284000000.0,24546000000.0,12394000000.0,5541000000.0,14929000000.0,664000000.0,50143000000.0,28937000000.0,25754000000.0,9144000000.0,14811000000.0,21206000000.0,6526000000.0,14012000000.0,-1192000000.0,12820000000.0,0.1365946306657769,False,0.1251241983560654,0.2798753500135489,0.1105039586781804,0.26129397340375365,2.8164916885389326,2.1027996500437447,0.6984344053569744,18.66566265060241,0.8831541790479229
DGX,Quest Diagnostics,Health Care,Health Care Services,11035000000.0,3665000000.0,1556000000.0,992000000.0,2165000000.0,277000000.0,16225000000.0,8939000000.0,2378000000.0,2278000000.0,6585000000.0,7170000000.0,189000000.0,1886000000.0,-527000000.0,1359000000.0,0.1178079416531604,False,0.08989578613502493,0.14100589034888988,0.0611402157164869,0.13835425383542538,1.0438981562774363,0.9609306409130817,0.9184100418410042,5.617328519855596,0.6801232665639445
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,4754000000.0,2195000000.0,1014000000.0,692000000.0,1403000000.0,65000000.0,14070000000.0,6704000000.0,2638000000.0,1356000000.0,4027000000.0,7095000000.0,661000000.0,1273000000.0,-285000000.0,988000000.0,0.0966551326412918,False,0.14556163230963398,0.2132940681531342,0.049182658137882015,0.09753347427766032,1.9454277286135693,1.4579646017699115,0.5675828047921071,15.6,0.33788201847903343
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",8114500000.0,5669200000.0,1297300000.0,941100000.0,1464900000.0,54200000.0,7739500000.0,4898100000.0,3887200000.0,1826500000.0,3009400000.0,2841400000.0,1014300000.0,1154200000.0,-449300000.0,704900000.0,0.1462777228422093,False,0.11597757101484996,0.15987429909421405,0.12159700239033529,0.3312099669177166,2.1282233780454423,1.5728989871338626,1.0591257830646865,23.935424354243544,1.0484527424252212
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,13842000000.0,,,2135000000.0,,1847000000.0,88230000000.0,75726000000.0,,,4220000000.0,12503000000.0,0.0,2434000000.0,-188000000.0,2246000000.0,0.0951815808212675,False,0.15424071665944228,,0.024198118553779895,0.17075901783571942,,,,,0.1568854131247875
RTX,RTX Corporation,Industrials,Aerospace & Defense,88603000000.0,17789000000.0,9300000000.0,6732000000.0,14946000000.0,1835000000.0,171079000000.0,103941000000.0,60332000000.0,58784000000.0,39506000000.0,65245000000.0,13364000000.0,10567000000.0,-3119000000.0,7448000000.0,0.0974138571676286,False,0.07597936864440256,0.10496258591695541,0.03935024170120237,0.10318032033105985,1.0263336962438758,0.7989929232444203,0.6055023373438577,5.068119891008174,0.5179069318852694
O,Realty Income,Real Estate,Retail REITs,5749377000.0,5320577000.0,2593823000.0,1058590000.0,4785826000.0,1106497000.0,72795612000.0,32671644000.0,5108171000.0,3594827000.0,29345846000.0,39438695000.0,0.0,3994754000.0,,3994754000.0,0.0907270189268283,False,0.18412255797454227,0.4511485331367207,0.0145419479404885,0.02684140537611602,1.420978255699092,1.420978255699092,0.744087653001703,2.3441753570050348,0.07897971927209019
REG,Regency Centers,Real Estate,Retail REITs,1553524000.0,1096365000.0,583065000.0,527460000.0,1152451000.0,206456000.0,13001283000.0,5819677000.0,411250000.0,511847000.0,5338123000.0,6906890000.0,0.0,827692000.0,,827692000.0,0.0685189668643872,False,0.3395248480229465,0.37531766487032064,0.040569842222494504,0.0763672217162862,0.8034627535181411,0.8034627535181411,0.7728692653278103,2.824161080327043,0.11949005340472936
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,14342900000.0,12242200000.0,3702000000.0,4504900000.0,5818200000.0,43800000.0,40558700000.0,9301800000.0,18021900000.0,4368400000.0,2705900000.0,31256900000.0,3200800000.0,4978900000.0,-1213700000.0,3765200000.0,0.0099211378679059,False,0.31408571488332204,0.25810679848566187,0.11107111421224053,0.14412497720503312,4.125515062723194,3.3927982785459205,0.0865696854134607,84.52054794520548,0.35363312926696366
RF,Regions Financial Corporation,Financials,Regional Banks,7526000000.0,,,2156000000.0,,2082000000.0,158814000000.0,139711000000.0,,,4884000000.0,19043000000.0,0.0,2181000000.0,-30000000.0,2151000000.0,0.0625441197232811,False,0.28647355833111876,,0.013575629352575969,0.11321745523289398,,,,,0.04738876925208105
RSG,Republic Services,Industrials,Environmental & Facilities Services,16591000000.0,6961000000.0,3322000000.0,2139000000.0,5096000000.0,574000000.0,34366000000.0,22397000000.0,2523000000.0,3928000000.0,13806000000.0,11968000000.0,106000000.0,4296000000.0,-1887000000.0,2409000000.0,0.0348677644710578,False,0.12892532095714543,0.2002290398408776,0.06224175056742129,0.17872660427807488,0.6423116089613035,0.6153258655804481,1.1535762032085561,5.7874564459930316,0.4827736716522144
RMD,ResMed,Health Care,Health Care Equipment,5146327000.0,3054970000.0,1687394000.0,1400723000.0,1923205000.0,0.0,8174391000.0,2206532000.0,3505605000.0,1019120000.0,851813000.0,5967859000.0,927711000.0,1751588000.0,-100642000.0,1650946000.0,0.098399311719193,False,0.27217916778315876,0.3278831679370549,0.17135502816050763,0.23471114180144,3.4398353481434962,2.529529397911924,0.1427334325425584,,0.6295670221793893
RVTY,Revvity,Health Care,Health Care Equipment,2856051000.0,1564365000.0,356635000.0,241201000.0,765802000.0,92185000.0,12168411000.0,4918051000.0,2239747000.0,1331246000.0,3398207000.0,7250360000.0,379497000.0,582933000.0,-73522000.0,509411000.0,0.0366693454072665,False,0.08445262357009731,0.12486996905867577,0.019821897863246073,0.03326745154723352,1.6824441162640114,1.397375090704498,0.46869493376880594,3.868687964419374,0.23471026742932993
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,4473000000.0,3728000000.0,2094000000.0,1883000000.0,2180000000.0,0.0,38137000000.0,28986000000.0,36305000000.0,28771000000.0,11626000000.0,9140000000.0,0.0,1638000000.0,-54000000.0,1584000000.0,0.515757370382921,False,0.4209702660406886,0.4681421864520456,0.049374623069460104,0.20601750547045952,1.261860901602308,1.261860901602308,,,0.11728767338804835
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,8342000000.0,4016000000.0,1423000000.0,869000000.0,1398000000.0,156000000.0,11219000000.0,7508000000.0,3911000000.0,3445000000.0,3647000000.0,3654000000.0,1247000000.0,1544000000.0,-186000000.0,1358000000.0,0.0094385285575992,False,0.10417166147206905,0.17058259410213378,0.07745788394687583,0.2378215654077723,1.135268505079826,0.7732946298984035,0.9980842911877394,9.121794871794872,0.7435600320884215
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,3761050000.0,1984044000.0,726068000.0,526705000.0,854228000.0,28558000.0,3140523000.0,1766202000.0,472682000.0,785525000.0,1038005000.0,1374321000.0,42982000.0,678107000.0,-28086000.0,650021000.0,0.1098772747607642,False,0.1400420095452068,0.19304928145065872,0.1677125115784855,0.3832474363703967,0.6017402374208332,0.5470226918303046,0.7552857010843901,25.424329434834373,1.197587153477303
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,7902500000.0,5472000000.0,2235400000.0,1536300000.0,3159300000.0,325000000.0,34577000000.0,14695500000.0,1928100000.0,3725600000.0,9349300000.0,19881500000.0,141700000.0,2540300000.0,-104700000.0,2435600000.0,0.122641777474713,False,0.1944068332806074,0.28287250869977854,0.044431269340891345,0.07727284158639941,0.5175273781404337,0.47949323598883403,0.47025123858863765,6.878153846153846,0.22854787864765597
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,22750559000.0,6303303000.0,2707357000.0,2145044000.0,3389490000.0,37942000.0,15548737000.0,9361294000.0,7640097000.0,4827180000.0,5212338000.0,6187443000.0,2630970000.0,3026883000.0,-819275000.0,2207608000.0,0.0767344973801445,False,0.09428533162635697,0.11900177925298451,0.13795615682482765,0.34667697140805986,1.5827246964065977,1.0376921929573788,0.842405820950593,71.35514733013547,1.4631772985805858
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",17934000000.0,8851000000.0,4910000000.0,4268000000.0,7083000000.0,992000000.0,41619000000.0,31374000000.0,2211000000.0,12055000000.0,22035000000.0,10037000000.0,264000000.0,6465000000.0,-5229000000.0,1236000000.0,0.0878980891719745,False,0.23798371807739488,0.27378164380506304,0.10254931641798218,0.4252266613529939,0.18340937370385732,0.16150974699294898,2.1953771047125636,4.949596774193548,0.4309089598500685
SPGI,S&P Global,Financials,Financial Exchanges & Data,15336000000.0,10773000000.0,6177000000.0,4471000000.0,7693000000.0,287000000.0,61200000000.0,25048000000.0,6296000000.0,7637000000.0,13582000000.0,31127000000.0,0.0,5651000000.0,-195000000.0,5456000000.0,0.0793918918918918,False,0.29153625456442356,0.4027777777777778,0.07305555555555555,0.1436373566357182,0.8244074898520362,0.8244074898520362,,,0.25058823529411767
CRM,Salesforce,Information Technology,Application Software,41525000000.0,32255000000.0,8917000000.0,7457000000.0,12548000000.0,0.0,112305000000.0,53163000000.0,28222000000.0,37118000000.0,17176000000.0,59142000000.0,0.0,14996000000.0,-594000000.0,14402000000.0,0.0957910014513788,False,0.179578567128236,0.21473810957254666,0.06639953697520146,0.1260863684014744,0.760331914435045,0.760331914435045,0.29041966791789253,,0.3697520146030898
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",7355000000.0,2212000000.0,507000000.0,-1641000000.0,-1253000000.0,63000000.0,12985000000.0,3769000000.0,5086000000.0,1427000000.0,2042000000.0,9216000000.0,2079000000.0,84000000.0,-204000000.0,-120000000.0,0.1038571214167792,False,-0.22311352821210062,0.06893269884432358,-0.12637658837119753,-0.17805989583333334,3.5641205325858443,2.107217939733707,0.22157118055555555,8.047619047619047,0.5664227955333077
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,2815139000.0,2124167000.0,1554271000.0,1053632000.0,2011090000.0,476767000.0,11575012000.0,16350269000.0,773431000.0,2678301000.0,15319130000.0,-4853519000.0,0.0,1291328000.0,-224819000.0,1066509000.0,0.050568473157155,True,0.37427352610297393,0.5521116364058756,0.09102642830953436,,0.2887767282318156,0.2887767282318156,,3.2600221911331952,0.24320830077757155
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,35708000000.0,6507000000.0,5458000000.0,3374000000.0,6958000000.0,558000000.0,54868000000.0,27577000000.0,19513000000.0,14721000000.0,11636000000.0,26109000000.0,5032000000.0,6489000000.0,-1946000000.0,4543000000.0,-0.0160103612664994,False,0.0944886299988798,0.15285090175870952,0.061493037836261574,0.1292274694549772,1.3255213640377692,0.9836967597309966,0.44567007545290893,9.78136200716846,0.6507982795071808
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",9097000000.0,3200000000.0,1915000000.0,1469000000.0,2085000000.0,321000000.0,8023000000.0,8476000000.0,3653000000.0,2648000000.0,4995000000.0,-453000000.0,1440000000.0,1083000000.0,-265000000.0,818000000.0,0.3886429552740039,True,0.16148180718918326,0.21050895899747168,0.18309859154929578,,1.3795317220543806,0.8357250755287009,,5.965732087227415,1.133865137729029
SRE,Sempra,Utilities,Multi-Utilities,13702000000.0,6387000000.0,3080000000.0,1837000000.0,5264000000.0,1532000000.0,110878000000.0,68879000000.0,34837000000.0,21894000000.0,35021000000.0,31614000000.0,561000000.0,4565000000.0,-10612000000.0,-6047000000.0,0.0392112248767538,False,0.13406801926726025,0.2247847029630711,0.016567759158714983,0.058107167710508,1.5911665296428246,1.5655430711610487,1.107768710065161,2.010443864229765,0.12357726510218438
NOW,ServiceNow,Information Technology,Systems Software,13278000000.0,10295000000.0,1824000000.0,1748000000.0,3022000000.0,23000000.0,26038000000.0,13074000000.0,10471000000.0,10443000000.0,2403000000.0,12964000000.0,0.0,5444000000.0,-911000000.0,4533000000.0,0.2088492352512745,False,0.13164633227895767,0.13737008585630367,0.06713265227744067,0.13483492749151496,1.0026812218711099,1.0026812218711099,0.1853594569577291,79.30434782608695,0.5099470005376757
SHW,Sherwin-Williams,Materials,Specialty Chemicals,23574300000.0,11515500000.0,3796700000.0,2568500000.0,4480100000.0,465000000.0,25901700000.0,21303400000.0,6007400000.0,6920300000.0,12942600000.0,4598300000.0,2318200000.0,3451600000.0,-797600000.0,2654000000.0,0.0205987401779336,False,0.1089533941622869,0.16105250208913943,0.09916337537690577,0.5585759954765892,0.8680837535944973,0.5330982760862968,2.8146488919818196,8.164946236559139,0.9101448939644888
SPG,Simon Property Group,Real Estate,Retail REITs,6364505000.0,5212487000.0,3175396000.0,4627612000.0,7929089000.0,974835000.0,40606466000.0,33901073000.0,2314958000.0,4051543000.0,29186714000.0,5208268000.0,0.0,4136551000.0,-934346000.0,3202205000.0,0.0671899014688291,False,0.727096922698623,0.49892269705185244,0.11396244135108925,0.8885126495026754,0.5713768803638515,0.5713768803638515,5.603919383564747,3.257367657090687,0.15673624491232505
SWKS,Skyworks Solutions,Information Technology,Semiconductors,4086900000.0,1682100000.0,524200000.0,477100000.0,1016800000.0,27100000.0,7917000000.0,2159900000.0,3077000000.0,1323200000.0,1203100000.0,5757100000.0,754700000.0,1300800000.0,-224900000.0,1075900000.0,-0.0218046912398276,False,0.11673884851599012,0.12826347598424234,0.060262725779967156,0.08287158465199493,2.3254232164449817,1.7550634824667473,0.20897674176234562,19.343173431734318,0.5162182644941266
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,8726100000.0,3384700000.0,1654500000.0,-1230800000.0,-155600000.0,388700000.0,17563300000.0,11480700000.0,2146600000.0,2652000000.0,7761700000.0,6082600000.0,1209400000.0,1210400000.0,-393800000.0,816600000.0,0.0669299521928912,False,-0.1410481200077927,0.189603602984151,-0.07007794662734224,-0.20234768026830632,0.8094268476621418,0.35339366515837106,1.2760497155821524,4.2564960123488556,0.49683715474882284
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,31179000000.0,6043000000.0,2224000000.0,699000000.0,4349000000.0,840000000.0,45157000000.0,26803000000.0,10439000000.0,7064000000.0,13773000000.0,18327000000.0,3693000000.0,3392000000.0,-2192000000.0,1200000000.0,0.477047704770477,False,0.02241893582218801,0.07133006190063824,0.015479327678986646,0.038140448518579145,1.4777746319365799,0.9549830124575311,0.7515141594368964,2.6476190476190475,0.6904577363420954
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,5156100000.0,2667200000.0,1327700000.0,1016900000.0,1484900000.0,50500000.0,8412300000.0,2455500000.0,4402800000.0,918500000.0,1291900000.0,5931800000.0,1025200000.0,1081700000.0,-76000000.0,1005700000.0,0.009337561663143,False,0.19722270708481215,0.2575008242664029,0.12088251726638374,0.1714319430864156,4.793467610234077,3.6772999455634188,0.21779223844364273,26.291089108910892,0.6129239328126672
SOLV,Solventum,Health Care,Health Care Technology,8325000000.0,4451000000.0,632000000.0,1556000000.0,2549000000.0,347000000.0,14294000000.0,9244000000.0,3859000000.0,3136000000.0,5035000000.0,5050000000.0,1066000000.0,369000000.0,-379000000.0,-10000000.0,0.0086018899927307,False,0.1869069069069069,0.07591591591591591,0.10885686301944872,0.3081188118811881,1.230548469387755,0.890625,0.997029702970297,1.8213256484149856,0.5824122009234644
SO,Southern Company,Utilities,Electric Utilities,29553000000.0,14324000000.0,7285000000.0,4341000000.0,14267000000.0,3238000000.0,155720000000.0,116853000000.0,10917000000.0,16888000000.0,74075000000.0,36016000000.0,3333000000.0,9802000000.0,-12737000000.0,-2935000000.0,0.1058599012123933,False,0.14688864074713226,0.24650627685852536,0.027876958643719498,0.1205297645490893,0.646435338702037,0.4490762671719564,2.0567247889826743,2.249845583693638,0.18978294374518367
LUV,Southwest Airlines,Industrials,Passenger Airlines,28063000000.0,4895000000.0,428000000.0,441000000.0,2236000000.0,113000000.0,29061000000.0,21080000000.0,5645000000.0,10921000000.0,5981000000.0,7981000000.0,775000000.0,1842000000.0,-2673000000.0,-831000000.0,0.0211039551722883,False,0.015714642055375407,0.015251398638777038,0.015174976772994736,0.05525623355469239,0.5168940573207582,0.4459298599029393,0.7494048364866558,3.7876106194690267,0.965658442586284
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,15130400000.0,4588300000.0,1255400000.0,401900000.0,1446600000.0,516300000.0,21243700000.0,12189100000.0,5979000000.0,5245700000.0,5996800000.0,9054600000.0,4157100000.0,971200000.0,-283300000.0,687900000.0,-0.0153133277364519,False,0.026562417384867552,0.08297202982075821,0.018918549970108785,0.04438627879751728,1.1397906857044817,0.34731303734487295,0.6622931990369536,2.431532055006779,0.7122299787701766
SBUX,Starbucks,Consumer Discretionary,Restaurants,37184400000.0,8467300000.0,3580800000.0,1856400000.0,4821400000.0,542600000.0,32019700000.0,40108900000.0,7382300000.0,10210400000.0,26611500000.0,-8096600000.0,2185600000.0,4747500000.0,-2305500000.0,2442000000.0,0.0278691515416212,True,0.049924161745248004,0.09629844773614742,0.05797680802755804,,0.7230177074355559,0.5089614510694978,,6.599336527828972,1.1612975761796644
STT,State Street Corporation,Financials,Asset Management & Custody Banks,13965000000.0,,,2945000000.0,,8684000000.0,366047000000.0,338206000000.0,,,28964000000.0,27841000000.0,0.0,11898000000.0,-1055000000.0,10843000000.0,0.0809660190417215,False,0.2108843537414966,,0.008045414933055045,0.10577924643511367,,,,,0.038150838553519084
STLD,Steel Dynamics,Materials,Steel,18176581000.0,2392183000.0,1598972000.0,1185595000.0,2114404000.0,70043000.0,16419780000.0,7489369000.0,6484171000.0,2122254000.0,4211163000.0,8957182000.0,3738516000.0,1449534000.0,-948025000.0,501509000.0,0.0362700601297918,False,0.06522651317098634,0.08796879897270009,0.07220529142290578,0.1323624997236854,3.055322784171923,1.293744763821861,0.4701437349380642,22.828433961994776,1.1069929682370896
STE,Steris,Health Care,Health Care Equipment,5935900000.0,2626500000.0,1105900000.0,782300000.0,1594500000.0,60700000.0,10737200000.0,3540000000.0,2394600000.0,1145000000.0,2087200000.0,7183600000.0,631800000.0,1341400000.0,-369000000.0,972400000.0,0.0872607381628354,False,0.13179130376185583,0.18630704695159958,0.07285884588160786,0.10890082966757615,2.091353711790393,1.5395633187772926,0.29055069881396517,18.219110378912685,0.5528350035390978
SYK,Stryker Corporation,Health Care,Health Care Equipment,25116000000.0,16065000000.0,5059000000.0,3246000000.0,6314000000.0,607000000.0,47844000000.0,25424000000.0,14755000000.0,7794000000.0,15859000000.0,22420000000.0,5310000000.0,5044000000.0,-761000000.0,4283000000.0,0.1115733569373755,False,0.12924032489249881,0.2014253862079949,0.06784549786807123,0.1447814451382694,1.8931229150628688,1.2118296125224532,0.7073595004460304,8.334431630971993,0.5249561073488839
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",21972042000.0,2429922000.0,1252994000.0,1048854000.0,1329833000.0,59573000.0,14018429000.0,7716558000.0,12301654000.0,2344792000.0,4778842000.0,6301693000.0,4680375000.0,1659524000.0,-127214000.0,1532310000.0,0.4658532304249225,False,0.047735845398438614,0.057026743349571245,0.07481965347186907,0.16644003444788566,5.246373239076217,3.2503006663277594,0.7583425596899119,21.032917596897924,1.5673683548991117
SYF,Synchrony Financial,Financials,Consumer Finance,14981000000.0,,,3552000000.0,,4135000000.0,119095000000.0,102329000000.0,,,15182000000.0,16766000000.0,0.0,9851000000.0,,9851000000.0,-0.004981402763018,False,0.23710032708096923,,0.029824929677988162,0.21185733031134438,,,,,0.1257903354464923
SNPS,Synopsys,Information Technology,Application Software,7054178000.0,5430629000.0,914927000.0,1332220000.0,2500301000.0,446729000.0,48224461000.0,19897446000.0,6012102000.0,3722494000.0,14293418000.0,28327602000.0,365190000.0,1518608000.0,-169454000.0,1349154000.0,0.1512446641629549,False,0.18885545558958108,0.1297000160755796,0.027625399483469603,0.047029042557149736,1.61507365760697,1.5169700743641226,0.5045756432189353,2.048058218741116,0.1462780060932148
SYY,Sysco,Consumer Staples,Food Distributors,81370000000.0,14969000000.0,3088000000.0,1828000000.0,4136000000.0,635000000.0,26774000000.0,24917000000.0,11968000000.0,9916000000.0,14494000000.0,1830000000.0,5053000000.0,2510000000.0,-906000000.0,1604000000.0,0.0320379483537111,False,0.02246528204497972,0.0379501044611036,0.06827519235078808,0.9989071038251366,1.2069382815651473,0.6973578055667607,7.920218579234973,4.862992125984252,3.0391424516321806
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,88309000000.0,55535000000.0,18557000000.0,10992000000.0,31563000000.0,3774000000.0,219237000000.0,160034000000.0,24461000000.0,24500000000.0,122269000000.0,59203000000.0,2405000000.0,27950000000.0,-12523000000.0,15427000000.0,0.0848771498771498,False,0.12447202436897711,0.2101371321156394,0.0501375224072579,0.1856662669121497,0.9984081632653061,0.9002448979591837,2.065250071786903,4.917064122946476,0.40280153441253075
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,7314800000.0,3750300000.0,2477400000.0,2087100000.0,3082900000.0,0.0,14341800000.0,2288600000.0,4309400000.0,407600000.0,447200000.0,10860100000.0,0.0,1753400000.0,-274200000.0,1479200000.0,0.0311830382316454,False,0.2853256411658555,0.33868321758626346,0.1455256662343639,0.19218055082365723,10.572620215897938,10.572620215897938,,,0.5100336080547769
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,6656400000.0,3809700000.0,-108600000.0,-298200000.0,1241500000.0,161300000.0,9383200000.0,5872300000.0,3199500000.0,2588800000.0,2958300000.0,3510900000.0,0.0,624300000.0,-162800000.0,461500000.0,0.1815535359272933,False,-0.04479899044528574,-0.016315125292951146,-0.031780202915849605,-0.0849354866273605,1.235900803461063,1.235900803461063,0.8426044603947705,-0.6732796032238065,0.7093955153892062
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",7010700000.0,5288900000.0,1269800000.0,183200000.0,526400000.0,85400000.0,6580500000.0,5722700000.0,2905600000.0,1556900000.0,3899200000.0,857800000.0,860700000.0,1216600000.0,-122700000.0,1093900000.0,0.0508903945317184,False,0.026131484730483403,0.18112314034261914,0.02783982980016716,0.21356959664257402,1.866272721433618,1.3134433810777828,4.545581720680811,14.868852459016393,1.0653749715067244
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,17028300000.0,5005200000.0,3331200000.0,1923000000.0,4854500000.0,852800000.0,25218400000.0,22020200000.0,2362700000.0,3546800000.0,17522000000.0,3067900000.0,429300000.0,3917400000.0,-3333300000.0,584100000.0,0.0394835637762109,False,0.11292965240217755,0.19562727929388135,0.07625384639786822,0.6268131295022654,0.666149768805684,0.5451110860493966,5.7113986766191855,3.9061913696060038,0.6752331630872697
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,104780000000.0,29269000000.0,5117000000.0,3705000000.0,8346000000.0,445000000.0,59490000000.0,43325000000.0,20005000000.0,21230000000.0,20290000000.0,16165000000.0,12304000000.0,6562000000.0,-3727000000.0,2835000000.0,-0.0167595668412063,False,0.03535980148883375,0.048835655659477,0.062279374684820976,0.2291988864831426,0.9422986340084786,0.36274140367404617,1.2551809464893289,11.498876404494382,1.7613044209110775
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,17262000000.0,6079000000.0,3384000000.0,1842000000.0,4119000000.0,77000000.0,25081000000.0,12351000000.0,7966000000.0,5120000000.0,5820000000.0,12585000000.0,2699000000.0,4139000000.0,-936000000.0,3203000000.0,0.089428841905964,False,0.10670837678136948,0.19603753910323254,0.07344204776524062,0.1463647199046484,1.555859375,1.0287109375,0.46245530393325385,43.94805194805195,0.6882500697739324
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,6115400000.0,2614800000.0,1149800000.0,894800000.0,1490400000.0,59600000.0,15285300000.0,4771400000.0,3055600000.0,1860100000.0,2642100000.0,10513900000.0,1043300000.0,1191300000.0,-117300000.0,1074000000.0,0.0785537918871252,False,0.14631912875690878,0.18801713706380613,0.05853990435254787,0.0851063829787234,1.6427073813235848,1.0818235578732327,0.2512959035181997,19.29194630872483,0.40008374058736174
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,3190024000.0,1857345000.0,688605000.0,554047000.0,788087000.0,6846000.0,4183599000.0,1387847000.0,1949300000.0,1115207000.0,283239000.0,2795752000.0,379552000.0,674415000.0,-224009000.0,450406000.0,0.1312623232194277,False,0.17368113844911512,0.21586201232341826,0.1324331036507084,0.1981745877316729,1.7479266181076698,1.4075844215468518,0.10131048819780868,100.58501314636284,0.7625071140900455
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,94827000000.0,17094000000.0,4849000000.0,3794000000.0,11764000000.0,338000000.0,137806000000.0,54941000000.0,68642000000.0,31714000000.0,14719000000.0,82137000000.0,12392000000.0,14747000000.0,-8527000000.0,6220000000.0,-0.0293069915037363,False,0.04000970187815706,0.05113522519957396,0.02753145726601164,0.04619111971462313,2.1644068865485275,1.7736646276092578,0.17920060386914546,14.346153846153847,0.6881195303542661
TXN,Texas Instruments,Information Technology,Semiconductors,17682000000.0,10083000000.0,6140000000.0,5001000000.0,8252000000.0,543000000.0,34585000000.0,18312000000.0,13750000000.0,3159000000.0,14048000000.0,16273000000.0,4804000000.0,7153000000.0,-4550000000.0,2603000000.0,0.1304903778530784,False,0.2828299966067187,0.34724578667571543,0.14460026022842273,0.3073188717507528,4.352643241532131,2.831908831908832,0.8632704479813188,11.30755064456722,0.5112621078502241
